"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName"
"Best Achievement in Visual Effects",NA,"Nick Davis, Greg Fisher, Ben Jones, Santiago Colomo (as Santiago Colomo Martinez)","Event-93-2021","tt3661394","The One and Only Ivan","nm2979916","Santiago Colomo",NA,NA
"Best Documentary Feature","Winner","Pippa Ehrlich, James Reed, Craig Foster","Event-93-2021","tt12888462","My Octopus Teacher","nm11813828","Pippa Ehrlich",NA,NA
"Best Documentary Feature","Winner","Pippa Ehrlich, James Reed, Craig Foster","Event-93-2021","tt12888462","My Octopus Teacher","nm1624755","James Reed",NA,NA
"Best Documentary Feature","Winner","Pippa Ehrlich, James Reed, Craig Foster","Event-93-2021","tt12888462","My Octopus Teacher","nm0287741","Craig Foster",NA,NA
"Best Documentary Feature",NA,"Alexander Nanau, Bianca Oana","Event-93-2021","tt10706602","Collective","nm1681049","Alexander Nanau",NA,NA
"Best Documentary Feature",NA,"Alexander Nanau, Bianca Oana","Event-93-2021","tt10706602","Collective","nm4290702","Bianca Oana",NA,NA
"Best Documentary Feature",NA,"Nicole Newnham, James Lebrecht (as Jim Lebrecht), Sara Bolder","Event-93-2021","tt8923484","Crip Camp","nm1011820","Nicole Newnham",NA,NA
"Best Documentary Feature",NA,"Nicole Newnham, James Lebrecht (as Jim Lebrecht), Sara Bolder","Event-93-2021","tt8923484","Crip Camp","nm0495898","James Lebrecht",NA,NA
"Best Documentary Feature",NA,"Nicole Newnham, James Lebrecht (as Jim Lebrecht), Sara Bolder","Event-93-2021","tt8923484","Crip Camp","nm0092781","Sara Bolder",NA,NA
"Best Documentary Feature",NA,"Maite Alberdi, Marcela Santibanez (as Marcela Santibáñez)","Event-93-2021","tt11394298","The Mole Agent","nm3073146","Maite Alberdi",NA,NA
"Best Documentary Feature",NA,"Maite Alberdi, Marcela Santibanez (as Marcela Santibáñez)","Event-93-2021","tt11394298","The Mole Agent","nm5337246","Marcela Santibanez",NA,NA
"Best Documentary Feature",NA,"Garrett Bradley, Lauren Domino, Kellen Quinn","Event-93-2021","tt11416746","Time","nm3797834","Garrett Bradley",NA,NA
"Best Documentary Feature",NA,"Garrett Bradley, Lauren Domino, Kellen Quinn","Event-93-2021","tt11416746","Time","nm6156086","Lauren Domino",NA,NA
"Best Documentary Feature",NA,"Garrett Bradley, Lauren Domino, Kellen Quinn","Event-93-2021","tt11416746","Time","nm2062930","Kellen Quinn",NA,NA
"Best Documentary Short Subject","Winner","Anthony Giacchino, Alice Doyard","Event-93-2021","tt11643154","Colette","nm1818348","Anthony Giacchino",NA,NA
"Best Documentary Short Subject","Winner","Anthony Giacchino, Alice Doyard","Event-93-2021","tt11643154","Colette","nm3550163","Alice Doyard",NA,NA
"Best Documentary Short Subject",NA,"Ben Proudfoot, Kris Bowers","Event-93-2021","tt13793326","A Concerto Is a Conversation","nm3988897","Ben Proudfoot",NA,NA
"Best Documentary Short Subject",NA,"Ben Proudfoot, Kris Bowers","Event-93-2021","tt13793326","A Concerto Is a Conversation","nm3929283","Kris Bowers",NA,NA
"Best Documentary Short Subject",NA,"Sophia Nahli Allison, Janice Duncan","Event-93-2021","tt8993180","A Love Song for Latasha","nm7630871","Sophia Nahli Allison",NA,NA
"Best Documentary Short Subject",NA,"Sophia Nahli Allison, Janice Duncan","Event-93-2021","tt8993180","A Love Song for Latasha","nm5903832","Janice Duncan",NA,NA
"Best Documentary Short Subject",NA,"Anders Sømme Hammer, Charlotte Cook","Event-93-2021","tt11512676","Do Not Split","nm4108371","Anders Sømme Hammer",NA,NA
"Best Documentary Short Subject",NA,"Anders Sømme Hammer, Charlotte Cook","Event-93-2021","tt11512676","Do Not Split","nm4085451","Charlotte Cook",NA,NA
"Best Documentary Short Subject",NA,"Skye Fitzgerald, Michael Scheuerman","Event-93-2021","tt12979636","Hunger Ward","nm1148695","Skye Fitzgerald",NA,NA
"Best Documentary Short Subject",NA,"Skye Fitzgerald, Michael Scheuerman","Event-93-2021","tt12979636","Hunger Ward","nm11492155","Michael Scheuerman",NA,NA
"Best Animated Feature Film","Winner","Pete Docter, Dana Murray","Event-93-2021","tt2948372","Soul","nm0230032","Pete Docter",NA,NA
"Best Animated Feature Film","Winner","Pete Docter, Dana Murray","Event-93-2021","tt2948372","Soul","nm1733918","Dana Murray",NA,NA
"Best Animated Feature Film",NA,"Richard Phelan, Will Becher, Paul Kewley","Event-93-2021","tt6193408","A Shaun the Sheep Movie: Farmageddon","nm4503368","Richard Phelan",NA,NA
"Best Animated Feature Film",NA,"Richard Phelan, Will Becher, Paul Kewley","Event-93-2021","tt6193408","A Shaun the Sheep Movie: Farmageddon","nm2192511","Will Becher",NA,NA
"Best Animated Feature Film",NA,"Richard Phelan, Will Becher, Paul Kewley","Event-93-2021","tt6193408","A Shaun the Sheep Movie: Farmageddon","nm1385754","Paul Kewley",NA,NA
"Best Animated Feature Film",NA,"Dan Scanlon, Kori Rae","Event-93-2021","tt7146812","Onward","nm0768959","Dan Scanlon",NA,NA
"Best Animated Feature Film",NA,"Dan Scanlon, Kori Rae","Event-93-2021","tt7146812","Onward","nm0706032","Kori Rae",NA,NA
"Best Animated Feature Film",NA,"Glen Keane, Gennie Rim, Peilin Chou","Event-93-2021","tt7488208","Over the Moon","nm0443855","Glen Keane",NA,NA
"Best Animated Feature Film",NA,"Glen Keane, Gennie Rim, Peilin Chou","Event-93-2021","tt7488208","Over the Moon","nm2937345","Gennie Rim",NA,NA
"Best Animated Feature Film",NA,"Glen Keane, Gennie Rim, Peilin Chou","Event-93-2021","tt7488208","Over the Moon","nm1513657","Peilin Chou",NA,NA
"Best Animated Feature Film",NA,"Tomm Moore, Ross Stewart, Paul Young, Stéphan Roelants","Event-93-2021","tt5198068","WolfWalkers","nm1119079","Tomm Moore",NA,NA
"Best Animated Feature Film",NA,"Tomm Moore, Ross Stewart, Paul Young, Stéphan Roelants","Event-93-2021","tt5198068","WolfWalkers","nm2075487","Ross Stewart",NA,NA
"Best Animated Feature Film",NA,"Tomm Moore, Ross Stewart, Paul Young, Stéphan Roelants","Event-93-2021","tt5198068","WolfWalkers","nm2727721","Paul Young",NA,NA
"Best Animated Feature Film",NA,"Tomm Moore, Ross Stewart, Paul Young, Stéphan Roelants","Event-93-2021","tt5198068","WolfWalkers","nm2847097","Stéphan Roelants",NA,NA
"Best Animated Short Film","Winner","Will McCormack, Michael Govier","Event-93-2021","tt11768948","If Anything Happens I Love You","nm0566489","Will McCormack",NA,NA
"Best Animated Short Film","Winner","Will McCormack, Michael Govier","Event-93-2021","tt11768948","If Anything Happens I Love You","nm1854728","Michael Govier",NA,NA
"Best Animated Short Film",NA,"Madeline Sharafian, Michael Capbarat","Event-93-2021","tt13167288","Burrow","nm6461347","Madeline Sharafian",NA,NA
"Best Animated Short Film",NA,"Madeline Sharafian, Michael Capbarat","Event-93-2021","tt13167288","Burrow","nm6040099","Michael Capbarat",NA,NA
"Best Animated Short Film",NA,"Adrien Merigeau, Amaury Ovise","Event-93-2021","tt11884670","Genius Loci","nm3352576","Adrien Merigeau",NA,NA
"Best Animated Short Film",NA,"Adrien Merigeau, Amaury Ovise","Event-93-2021","tt11884670","Genius Loci","nm3856500","Amaury Ovise",NA,NA
"Best Animated Short Film",NA,"Erick Oh","Event-93-2021","tt14039636","Opera","nm4014909","Erick Oh",NA,NA
"Best Animated Short Film",NA,"Gísli Darri Halldórsson, Arnar Gunnarsson","Event-93-2021","tt12706728","Yes-People","nm4496900","Gísli Darri Halldórsson",NA,NA
"Best Animated Short Film",NA,"Gísli Darri Halldórsson, Arnar Gunnarsson","Event-93-2021","tt12706728","Yes-People","nm2727616","Arnar Gunnarsson",NA,NA
"Best Live Action Short Film","Winner","Travon Free, Martin Desmond Roe","Event-93-2021","tt13472984","Two Distant Strangers","nm3579257","Travon Free",NA,NA
"Best Live Action Short Film","Winner","Travon Free, Martin Desmond Roe","Event-93-2021","tt13472984","Two Distant Strangers","nm1804553","Martin Desmond Roe",NA,NA
"Best Live Action Short Film",NA,"Doug Roland, Sue Ruzenski (as Susan Ruzenski)","Event-93-2021","tt9280166","Feeling Through","nm3194313","Doug Roland",NA,NA
"Best Live Action Short Film",NA,"Doug Roland, Sue Ruzenski (as Susan Ruzenski)","Event-93-2021","tt9280166","Feeling Through","nm10801720","Sue Ruzenski",NA,NA
"Best Live Action Short Film",NA,"Elvira Lind, Sofia Sondervan","Event-93-2021","tt11962160","The Letter Room","nm4895825","Elvira Lind",NA,NA
"Best Live Action Short Film",NA,"Elvira Lind, Sofia Sondervan","Event-93-2021","tt11962160","The Letter Room","nm1001945","Sofia Sondervan",NA,NA
"Best Live Action Short Film",NA,"Farah Nabulsi, Ossama Bawardi","Event-93-2021","tt11474480","The Present","nm9048529","Farah Nabulsi",NA,NA
"Best Live Action Short Film",NA,"Farah Nabulsi, Ossama Bawardi","Event-93-2021","tt11474480","The Present","nm3050599","Ossama Bawardi",NA,NA
"Best Live Action Short Film",NA,"Tomer Shushan, Shira Hochman","Event-93-2021","tt10538710","White Eye","nm8781219","Tomer Shushan",NA,NA
"Best Live Action Short Film",NA,"Tomer Shushan, Shira Hochman","Event-93-2021","tt10538710","White Eye","nm6735926","Shira Hochman",NA,NA
"Best International Feature Film","Winner",NA,"Event-93-2021","tt10288566","Another Round",NA,NA,NA,NA
"Best International Feature Film",NA,NA,"Event-93-2021","tt9586294","Better Days",NA,NA,NA,NA
"Best International Feature Film",NA,NA,"Event-93-2021","tt10706602","Collective",NA,NA,NA,NA
"Best International Feature Film",NA,NA,"Event-93-2021","tt8633462","Quo vadis, Aida?",NA,NA,NA,NA
"Best International Feature Film",NA,NA,"Event-93-2021","tt10360862","The Man Who Sold His Skin",NA,NA,NA,NA
"Best Motion Picture of the Year","Winner","Philippe Rousselet (producer), Fabrice Gianfermi (producer), Patrick Wachsberger (producer)","Event-94-2022","tt10366460","CODA","nm0746041","Philippe Rousselet",NA,NA
"Best Motion Picture of the Year","Winner","Philippe Rousselet (producer), Fabrice Gianfermi (producer), Patrick Wachsberger (producer)","Event-94-2022","tt10366460","CODA","nm1818350","Fabrice Gianfermi",NA,NA
"Best Motion Picture of the Year","Winner","Philippe Rousselet (producer), Fabrice Gianfermi (producer), Patrick Wachsberger (producer)","Event-94-2022","tt10366460","CODA","nm0905163","Patrick Wachsberger",NA,NA
"Best Motion Picture of the Year",NA,"Laura Berwick (producer), Kenneth Branagh (producer), Becca Kovacik (producer), Tamar Thomas (producer)","Event-94-2022","tt12789558","Belfast","nm2233031","Laura Berwick",NA,NA
"Best Motion Picture of the Year",NA,"Laura Berwick (producer), Kenneth Branagh (producer), Becca Kovacik (producer), Tamar Thomas (producer)","Event-94-2022","tt12789558","Belfast","nm0000110","Kenneth Branagh",NA,NA
"Best Motion Picture of the Year",NA,"Laura Berwick (producer), Kenneth Branagh (producer), Becca Kovacik (producer), Tamar Thomas (producer)","Event-94-2022","tt12789558","Belfast","nm2228812","Becca Kovacik",NA,NA
"Best Motion Picture of the Year",NA,"Laura Berwick (producer), Kenneth Branagh (producer), Becca Kovacik (producer), Tamar Thomas (producer)","Event-94-2022","tt12789558","Belfast","nm0859561","Tamar Thomas",NA,NA
"Best Motion Picture of the Year",NA,"Adam McKay (producer), Kevin J. Messick (producer)","Event-94-2022","tt11286314","Don't Look Up","nm0570912","Adam McKay",NA,NA
"Best Motion Picture of the Year",NA,"Adam McKay (producer), Kevin J. Messick (producer)","Event-94-2022","tt11286314","Don't Look Up","nm0582111","Kevin J. Messick",NA,NA
"Best Motion Picture of the Year",NA,"Teruhisa Yamamoto (producer)","Event-94-2022","tt14039582","Drive My Car","nm6167249","Teruhisa Yamamoto",NA,NA
"Best Motion Picture of the Year",NA,"Mary Parent (producer), Denis Villeneuve (producer), Cale Boyter (producer)","Event-94-2022","tt1160419","Dune","nm0661289","Mary Parent",NA,NA
"Best Motion Picture of the Year",NA,"Mary Parent (producer), Denis Villeneuve (producer), Cale Boyter (producer)","Event-94-2022","tt1160419","Dune","nm0898288","Denis Villeneuve",NA,NA
"Best Motion Picture of the Year",NA,"Mary Parent (producer), Denis Villeneuve (producer), Cale Boyter (producer)","Event-94-2022","tt1160419","Dune","nm1212547","Cale Boyter",NA,NA
"Best Motion Picture of the Year",NA,"Tim White (producer), Trevor White (producer), Will Smith (producer)","Event-94-2022","tt9620288","King Richard","nm2807321","Tim White",NA,NA
"Best Motion Picture of the Year",NA,"Tim White (producer), Trevor White (producer), Will Smith (producer)","Event-94-2022","tt9620288","King Richard","nm2809465","Trevor White",NA,NA
"Best Motion Picture of the Year",NA,"Tim White (producer), Trevor White (producer), Will Smith (producer)","Event-94-2022","tt9620288","King Richard","nm0000226","Will Smith",NA,NA
"Best Motion Picture of the Year",NA,"Sara Murphy (producer), Adam Somner (producer), Paul Thomas Anderson (producer)","Event-94-2022","tt11271038","Licorice Pizza","nm2072976","Sara Murphy",NA,NA
"Best Motion Picture of the Year",NA,"Sara Murphy (producer), Adam Somner (producer), Paul Thomas Anderson (producer)","Event-94-2022","tt11271038","Licorice Pizza","nm0814114","Adam Somner",NA,NA
"Best Motion Picture of the Year",NA,"Sara Murphy (producer), Adam Somner (producer), Paul Thomas Anderson (producer)","Event-94-2022","tt11271038","Licorice Pizza","nm0000759","Paul Thomas Anderson",NA,NA
"Best Motion Picture of the Year",NA,"Guillermo del Toro (producer), J. Miles Dale (producer), Bradley Cooper (producer)","Event-94-2022","tt7740496","Nightmare Alley","nm0868219","Guillermo del Toro",NA,NA
"Best Motion Picture of the Year",NA,"Guillermo del Toro (producer), J. Miles Dale (producer), Bradley Cooper (producer)","Event-94-2022","tt7740496","Nightmare Alley","nm0197703","J. Miles Dale",NA,NA
"Best Motion Picture of the Year",NA,"Guillermo del Toro (producer), J. Miles Dale (producer), Bradley Cooper (producer)","Event-94-2022","tt7740496","Nightmare Alley","nm0177896","Bradley Cooper",NA,NA
"Best Motion Picture of the Year",NA,"Jane Campion (producer), Tanya Seghatchian (producer), Emile Sherman (producer), Iain Canning (producer), Roger Frappier (producer)","Event-94-2022","tt10293406","The Power of the Dog","nm0001005","Jane Campion",NA,NA
"Best Motion Picture of the Year",NA,"Jane Campion (producer), Tanya Seghatchian (producer), Emile Sherman (producer), Iain Canning (producer), Roger Frappier (producer)","Event-94-2022","tt10293406","The Power of the Dog","nm0782036","Tanya Seghatchian",NA,NA
"Best Motion Picture of the Year",NA,"Jane Campion (producer), Tanya Seghatchian (producer), Emile Sherman (producer), Iain Canning (producer), Roger Frappier (producer)","Event-94-2022","tt10293406","The Power of the Dog","nm0792431","Emile Sherman",NA,NA
"Best Motion Picture of the Year",NA,"Jane Campion (producer), Tanya Seghatchian (producer), Emile Sherman (producer), Iain Canning (producer), Roger Frappier (producer)","Event-94-2022","tt10293406","The Power of the Dog","nm2096617","Iain Canning",NA,NA
"Best Motion Picture of the Year",NA,"Jane Campion (producer), Tanya Seghatchian (producer), Emile Sherman (producer), Iain Canning (producer), Roger Frappier (producer)","Event-94-2022","tt10293406","The Power of the Dog","nm0292024","Roger Frappier",NA,NA
"Best Motion Picture of the Year",NA,"Steven Spielberg (producer), Kristie Macosko Krieger (producer)","Event-94-2022","tt3581652","West Side Story","nm0000229","Steven Spielberg",NA,NA
"Best Motion Picture of the Year",NA,"Steven Spielberg (producer), Kristie Macosko Krieger (producer)","Event-94-2022","tt3581652","West Side Story","nm1069736","Kristie Macosko Krieger",NA,NA
"Best Performance by an Actor in a Leading Role","Winner","King Richard","Event-94-2022","tt9620288","King Richard","nm0000226","Will Smith",NA,NA
"Best Performance by an Actor in a Leading Role",NA,"tick, tick... BOOM!","Event-94-2022","tt8721424","tick, tick... BOOM!","nm1940449","Andrew Garfield",NA,NA
"Best Performance by an Actor in a Leading Role",NA,"The Power of the Dog","Event-94-2022","tt10293406","The Power of the Dog","nm1212722","Benedict Cumberbatch",NA,NA
"Best Performance by an Actor in a Leading Role",NA,"The Tragedy of Macbeth","Event-94-2022","tt10095582","The Tragedy of Macbeth","nm0000243","Denzel Washington",NA,NA
"Best Performance by an Actor in a Leading Role",NA,"Being the Ricardos","Event-94-2022","tt4995540","Being the Ricardos","nm0000849","Javier Bardem",NA,NA
"Best Performance by an Actress in a Leading Role","Winner","The Eyes of Tammy Faye","Event-94-2022","tt9115530","The Eyes of Tammy Faye","nm1567113","Jessica Chastain",NA,NA
"Best Performance by an Actress in a Leading Role",NA,"Spencer","Event-94-2022","tt12536294","Spencer","nm0829576","Kristen Stewart",NA,NA
"Best Performance by an Actress in a Leading Role",NA,"Being the Ricardos","Event-94-2022","tt4995540","Being the Ricardos","nm0000173","Nicole Kidman",NA,NA
"Best Performance by an Actress in a Leading Role",NA,"The Lost Daughter","Event-94-2022","tt9100054","The Lost Daughter","nm1469236","Olivia Colman",NA,NA
"Best Performance by an Actress in a Leading Role",NA,"Parallel Mothers","Event-94-2022","tt12618926","Parallel Mothers","nm0004851","Penélope Cruz",NA,NA
"Best Performance by an Actor in a Supporting Role","Winner","CODA","Event-94-2022","tt10366460","CODA","nm1319274","Troy Kotsur",NA,NA
"Best Performance by an Actor in a Supporting Role",NA,"Belfast","Event-94-2022","tt12789558","Belfast","nm0001354","Ciarán Hinds",NA,NA
"Best Performance by an Actor in a Supporting Role",NA,"Being the Ricardos","Event-94-2022","tt4995540","Being the Ricardos","nm0799777","J.K. Simmons",NA,NA
"Best Performance by an Actor in a Supporting Role",NA,"The Power of the Dog","Event-94-2022","tt10293406","The Power of the Dog","nm0687146","Jesse Plemons",NA,NA
"Best Performance by an Actor in a Supporting Role",NA,"The Power of the Dog","Event-94-2022","tt10293406","The Power of the Dog","nm2240346","Kodi Smit-McPhee",NA,NA
"Best Performance by an Actress in a Supporting Role","Winner","West Side Story","Event-94-2022","tt3581652","West Side Story","nm3663196","Ariana DeBose",NA,NA
"Best Performance by an Actress in a Supporting Role",NA,"King Richard","Event-94-2022","tt9620288","King Richard","nm0254712","Aunjanue Ellis-Taylor",NA,NA
"Best Performance by an Actress in a Supporting Role",NA,"The Lost Daughter","Event-94-2022","tt9100054","The Lost Daughter","nm2976580","Jessie Buckley",NA,NA
"Best Performance by an Actress in a Supporting Role",NA,"Belfast","Event-94-2022","tt12789558","Belfast","nm0001132","Judi Dench",NA,NA
"Best Performance by an Actress in a Supporting Role",NA,"The Power of the Dog","Event-94-2022","tt10293406","The Power of the Dog","nm0000379","Kirsten Dunst",NA,NA
"Best Achievement in Directing","Winner","The Power of the Dog","Event-94-2022","tt10293406","The Power of the Dog","nm0001005","Jane Campion",NA,NA
"Best Achievement in Directing",NA,"Belfast","Event-94-2022","tt12789558","Belfast","nm0000110","Kenneth Branagh",NA,NA
"Best Achievement in Directing",NA,"Licorice Pizza","Event-94-2022","tt11271038","Licorice Pizza","nm0000759","Paul Thomas Anderson",NA,NA
"Best Achievement in Directing",NA,"Drive My Car","Event-94-2022","tt14039582","Drive My Car","nm3152327","Ryûsuke Hamaguchi",NA,NA
"Best Achievement in Directing",NA,"West Side Story","Event-94-2022","tt3581652","West Side Story","nm0000229","Steven Spielberg",NA,NA
"Best Original Screenplay","Winner","Kenneth Branagh (written by)","Event-94-2022","tt12789558","Belfast","nm0000110","Kenneth Branagh",NA,NA
"Best Original Screenplay",NA,"Adam McKay (screenplay & story by), David Sirota (story by)","Event-94-2022","tt11286314","Don't Look Up","nm0570912","Adam McKay",NA,NA
"Best Original Screenplay",NA,"Adam McKay (screenplay & story by), David Sirota (story by)","Event-94-2022","tt11286314","Don't Look Up","nm1998503","David Sirota",NA,NA
"Best Original Screenplay",NA,"Zach Baylin (written by)","Event-94-2022","tt9620288","King Richard","nm1598140","Zach Baylin",NA,NA
"Best Original Screenplay",NA,"Paul Thomas Anderson (written by)","Event-94-2022","tt11271038","Licorice Pizza","nm0000759","Paul Thomas Anderson",NA,NA
"Best Original Screenplay",NA,"Eskil Vogt (written by), Joachim Trier (written by)","Event-94-2022","tt10370710","The Worst Person in the World","nm1258777","Eskil Vogt",NA,NA
"Best Original Screenplay",NA,"Eskil Vogt (written by), Joachim Trier (written by)","Event-94-2022","tt10370710","The Worst Person in the World","nm1258686","Joachim Trier",NA,NA
"Best Adapted Screenplay","Winner","Sian Heder (screenplay by)","Event-94-2022","tt10366460","CODA","nm1571761","Sian Heder",NA,NA
"Best Adapted Screenplay",NA,"Ryûsuke Hamaguchi (screenplay by), Takamasa Ôe (screenplay by)","Event-94-2022","tt14039582","Drive My Car","nm3152327","Ryûsuke Hamaguchi",NA,NA
"Best Adapted Screenplay",NA,"Ryûsuke Hamaguchi (screenplay by), Takamasa Ôe (screenplay by)","Event-94-2022","tt14039582","Drive My Car","nm5087531","Takamasa Ôe",NA,NA
"Best Adapted Screenplay",NA,"Jon Spaihts (screenplay by), Denis Villeneuve (screenplay by), Eric Roth (screenplay by)","Event-94-2022","tt1160419","Dune","nm3123612","Jon Spaihts",NA,NA
"Best Adapted Screenplay",NA,"Jon Spaihts (screenplay by), Denis Villeneuve (screenplay by), Eric Roth (screenplay by)","Event-94-2022","tt1160419","Dune","nm0898288","Denis Villeneuve",NA,NA
"Best Adapted Screenplay",NA,"Jon Spaihts (screenplay by), Denis Villeneuve (screenplay by), Eric Roth (screenplay by)","Event-94-2022","tt1160419","Dune","nm0744839","Eric Roth",NA,NA
"Best Adapted Screenplay",NA,"Maggie Gyllenhaal (written by)","Event-94-2022","tt9100054","The Lost Daughter","nm0350454","Maggie Gyllenhaal",NA,NA
"Best Adapted Screenplay",NA,"Jane Campion (written by)","Event-94-2022","tt10293406","The Power of the Dog","nm0001005","Jane Campion",NA,NA
"Best Achievement in Cinematography","Winner","Greig Fraser","Event-94-2022","tt1160419","Dune","nm0292132","Greig Fraser",NA,NA
"Best Achievement in Cinematography",NA,"Dan Laustsen","Event-94-2022","tt7740496","Nightmare Alley","nm0491565","Dan Laustsen",NA,NA
"Best Achievement in Cinematography",NA,"Ari Wegner","Event-94-2022","tt10293406","The Power of the Dog","nm1645832","Ari Wegner",NA,NA
"Best Achievement in Cinematography",NA,"Bruno Delbonnel","Event-94-2022","tt10095582","The Tragedy of Macbeth","nm0216632","Bruno Delbonnel",NA,NA
"Best Achievement in Cinematography",NA,"Janusz Kaminski","Event-94-2022","tt3581652","West Side Story","nm0001405","Janusz Kaminski",NA,NA
"Best Achievement in Film Editing","Winner","Joe Walker","Event-94-2022","tt1160419","Dune","nm0907863","Joe Walker",NA,NA
"Best Achievement in Film Editing",NA,"Hank Corwin","Event-94-2022","tt11286314","Don't Look Up","nm0181650","Hank Corwin",NA,NA
"Best Achievement in Film Editing",NA,"Pamela Martin","Event-94-2022","tt9620288","King Richard","nm0552862","Pamela Martin",NA,NA
"Best Achievement in Film Editing",NA,"Peter Sciberras","Event-94-2022","tt10293406","The Power of the Dog","nm3038680","Peter Sciberras",NA,NA
"Best Achievement in Film Editing",NA,"Myron Kerstein, Andrew Weisblum","Event-94-2022","tt8721424","tick, tick... BOOM!","nm0450005","Myron Kerstein",NA,NA
"Best Achievement in Film Editing",NA,"Myron Kerstein, Andrew Weisblum","Event-94-2022","tt8721424","tick, tick... BOOM!","nm0918733","Andrew Weisblum",NA,NA
"Best Achievement in Production Design","Winner","Patrice Vermette (production design), Zsuzsanna Sipos (set decoration)","Event-94-2022","tt1160419","Dune","nm0894411","Patrice Vermette",NA,NA
"Best Achievement in Production Design","Winner","Patrice Vermette (production design), Zsuzsanna Sipos (set decoration)","Event-94-2022","tt1160419","Dune","nm4722060","Zsuzsanna Sipos",NA,NA
"Best Achievement in Production Design",NA,"Tamara Deverell (production design), Shane Vieau (set decoration)","Event-94-2022","tt7740496","Nightmare Alley","nm0222383","Tamara Deverell",NA,NA
"Best Achievement in Production Design",NA,"Tamara Deverell (production design), Shane Vieau (set decoration)","Event-94-2022","tt7740496","Nightmare Alley","nm0896580","Shane Vieau",NA,NA
"Best Achievement in Production Design",NA,"Grant Major (production design), Amber Richards (set decoration)","Event-94-2022","tt10293406","The Power of the Dog","nm0538194","Grant Major",NA,NA
"Best Achievement in Production Design",NA,"Grant Major (production design), Amber Richards (set decoration)","Event-94-2022","tt10293406","The Power of the Dog","nm1400384","Amber Richards",NA,NA
"Best Achievement in Production Design",NA,"Stefan Dechant (production design), Nancy Haigh (set decoration)","Event-94-2022","tt10095582","The Tragedy of Macbeth","nm0213754","Stefan Dechant",NA,NA
"Best Achievement in Production Design",NA,"Stefan Dechant (production design), Nancy Haigh (set decoration)","Event-94-2022","tt10095582","The Tragedy of Macbeth","nm0354101","Nancy Haigh",NA,NA
"Best Achievement in Production Design",NA,"Adam Stockhausen (production design), Rena DeAngelo (set decoration)","Event-94-2022","tt3581652","West Side Story","nm1360914","Adam Stockhausen",NA,NA
"Best Achievement in Production Design",NA,"Adam Stockhausen (production design), Rena DeAngelo (set decoration)","Event-94-2022","tt3581652","West Side Story","nm0213076","Rena DeAngelo",NA,NA
"Best Achievement in Costume Design","Winner","Jenny Beavan","Event-94-2022","tt3228774","Cruella","nm0064746","Jenny Beavan",NA,NA
"Best Achievement in Costume Design",NA,"Massimo Cantini Parrini, Jacqueline Durran","Event-94-2022","tt12889404","Cyrano","nm1964768","Massimo Cantini Parrini",NA,NA
"Best Achievement in Costume Design",NA,"Massimo Cantini Parrini, Jacqueline Durran","Event-94-2022","tt12889404","Cyrano","nm0244330","Jacqueline Durran",NA,NA
"Best Achievement in Costume Design",NA,"Jacqueline West, Bob Morgan","Event-94-2022","tt1160419","Dune","nm0922113","Jacqueline West",NA,NA
"Best Achievement in Costume Design",NA,"Jacqueline West, Bob Morgan","Event-94-2022","tt1160419","Dune","nm0604503","Bob Morgan",NA,NA
"Best Achievement in Costume Design",NA,"Luis Sequeira","Event-94-2022","tt7740496","Nightmare Alley","nm0784751","Luis Sequeira",NA,NA
"Best Achievement in Costume Design",NA,"Paul Tazewell","Event-94-2022","tt3581652","West Side Story","nm3477899","Paul Tazewell",NA,NA
"Best Sound","Winner","Mac Ruth, Mark A. Mangini, Theo Green, Doug Hemphill, Ron Bartlett","Event-94-2022","tt1160419","Dune","nm0002314","Mac Ruth",NA,NA
"Best Sound","Winner","Mac Ruth, Mark A. Mangini, Theo Green, Doug Hemphill, Ron Bartlett","Event-94-2022","tt1160419","Dune","nm0005625","Mark A. Mangini",NA,NA
"Best Sound","Winner","Mac Ruth, Mark A. Mangini, Theo Green, Doug Hemphill, Ron Bartlett","Event-94-2022","tt1160419","Dune","nm1640468","Theo Green",NA,NA
"Best Sound","Winner","Mac Ruth, Mark A. Mangini, Theo Green, Doug Hemphill, Ron Bartlett","Event-94-2022","tt1160419","Dune","nm0376153","Doug Hemphill",NA,NA
"Best Sound","Winner","Mac Ruth, Mark A. Mangini, Theo Green, Doug Hemphill, Ron Bartlett","Event-94-2022","tt1160419","Dune","nm0058897","Ron Bartlett",NA,NA
"Best Sound",NA,"Denise Yarde, Simon Chase, James Mather, Niv Adiri","Event-94-2022","tt12789558","Belfast","nm1383719","Denise Yarde",NA,NA
"Best Sound",NA,"Denise Yarde, Simon Chase, James Mather, Niv Adiri","Event-94-2022","tt12789558","Belfast","nm1121283","Simon Chase",NA,NA
"Best Sound",NA,"Denise Yarde, Simon Chase, James Mather, Niv Adiri","Event-94-2022","tt12789558","Belfast","nm0558450","James Mather",NA,NA
"Best Sound",NA,"Denise Yarde, Simon Chase, James Mather, Niv Adiri","Event-94-2022","tt12789558","Belfast","nm1866364","Niv Adiri",NA,NA
"Best Sound",NA,"Simon Hayes, Oliver Tarney, James Harrison, Paul Massey, Mark Taylor","Event-94-2022","tt2382320","No Time to Die","nm1536532","Simon Hayes",NA,NA
